Date,Time,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal,x,y,z,rp,noiserp,zi,rangeDoppler,rangeArray,dopplerArray,interFrameProcessingTime,transmitOutputTime,interFrameProcessingMargin,interChirpProcessingMargin,activeFrameCPULoad,interFrameCPULoad
27/06/2024,111427,9,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0, 153.0, 170.0, 170.0]","[0.08725738, 0.08725738, 0.698059, 3.1848943, 3.66481, 5.279071, 6.675189, 7.4168773, 7.416877]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.5195568, -0.8248549, 4.7977924, -2.5495515, 0.0]","[0.019601054, 0.018895458, 0.6692965, 2.4273562, 2.6043916, 5.057243, 4.5045986, 6.185542, 7.3773627]","[-0.023190266, -0.0797316, 0.027989825, -1.4222118, -0.54754925, 1.2698431, 1.1171092, -3.201394, 0.76458144]",,,,,,,,,,,,
27/06/2024,111427,7,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0, 153.0]","[0.08725738, 0.08725738, 0.698059, 3.184894, 3.6648102, 5.2790713, 6.6751895]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.5195568, -0.8248549, 4.7977924]","[0.019549103, 0.018508038, 0.6691818, 2.4165382, 2.60292, 5.057583, 4.508482]","[-0.023234077, -0.07982242, 0.030609718, -1.4405162, -0.5545026, 1.2684892, 1.1013328]",,,,,,,,,,,,
27/06/2024,111427,7,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0, 153.0]","[0.08725738, 0.08725738, 0.698059, 3.1848943, 3.6648097, 5.2790713, 6.675189]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.5195568, -0.8248549, 4.7977924]","[0.019568397, 0.01842745, 0.669235, 2.434598, 2.6025805, 5.0583725, 4.5074253]","[-0.023217829, -0.07984106, 0.029424518, -1.4097791, -0.5560933, 1.2653365, 1.1056489]",,,,,,,,,,,,
27/06/2024,111427,7,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0, 153.0]","[0.08725738, 0.08725738, 0.698059, 3.1848943, 3.66481, 5.279071, 6.6751895]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.5195568, -0.8248549, 4.7977924]","[0.019489035, 0.018588211, 0.66947806, 2.4543056, 2.6031723, 5.0582747, 4.5103188]","[-0.023284486, -0.07980379, 0.023246488, -1.3751829, -0.55331737, 1.2657257, 1.093786]",,,,,,,,,,,,
27/06/2024,111427,6,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0]","[0.08725738, 0.08725738, 0.698059, 3.1848943, 3.6648097, 5.2790713]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.4050314, -0.8248549]","[0.019502625, 0.018508038, 0.66980356, 2.467288, 2.7000015, 5.058627]","[-0.023273105, -0.07982242, 0.010221386, -1.3517524, -0.59719926, 1.2643176]",,,,,,,,,,,,
27/06/2024,111427,6,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0]","[0.08725738, 0.08725738, 0.69805896, 3.1848946, 3.66481, 5.2790713]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.4050314, -0.8248549]","[0.019414853, 0.018737793, 0.6697174, 2.544014, 2.7001688, 5.057333]","[-0.023346376, -0.0797688, 0.014828334, -1.2011402, -0.59644216, 1.2694848]",,,,,,,,,,,,
27/06/2024,111427,6,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0]","[0.08725738, 0.08725738, 0.698059, 3.1848943, 3.66481, 5.2790713]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.5195568, -0.8248549]","[0.019416828, 0.018734053, 0.66982216, 2.6259136, 2.6003988, 5.05695]","[-0.023344733, -0.07976968, 0.00892006, -1.0096147, -0.56620795, 1.2710091]",,,,,,,,,,,,
27/06/2024,111428,6,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0]","[0.08725738, 0.08725738, 0.69805896, 3.184894, 3.66481, 5.2790713]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.5195568, -0.8248549]","[0.019529529, 0.01857478, 0.66985166, 2.6597474, 2.6020536, 5.055307]","[-0.023250533, -0.07980692, -0.0063234563, -0.9167813, -0.55855334, 1.2775295]",,,,,,,,,,,,
27/06/2024,111428,7,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0, 153.0]","[0.08725738, 0.08725738, 0.698059, 3.1848946, 3.66481, 5.2790713, 6.6751895]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.4050314, -0.8248549, 4.7977924]","[0.019510169, 0.01857478, 0.6698808, 2.699018, 2.701885, 5.05724, 4.522678]","[-0.023266781, -0.07980692, -0.0009833749, -0.793755, -0.58862025, 1.2698548, 1.0415024]",,,,,,,,,,,,
27/06/2024,111428,6,"[2.0, 2.0, 16.0, 73.0, 84.0, 121.0]","[0.08725738, 0.08725738, 0.69805896, 3.1848946, 3.66481, 5.279071]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 0.1963291, -1.4929192, 2.5195568, -0.8248549]","[0.01952373, 0.018424708, 0.66988146, 2.7221007, 2.603066, 5.057605]","[-0.023255402, -0.079841696, 0.00022987917, -0.710572, -0.55381715, 1.2683998]",,,,,,,,,,,,
