datetime,frame_number,x,y,z
2024-08-29 23:57:26.598364,148,"[-2.168755   -2.1620302  -2.1553051  ...  0.32316595  0.3241935
  0.325221  ]",[-1.5787446 -1.5787446 -1.5787446 ...  0.2509163  0.2509163  0.2509163],[4.084 4.084 4.084 ... 0.624 0.624 0.624]
2024-08-29 23:57:26.639546,149,"[-2.2595625  -2.2525558  -2.2613816  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6448479 -1.6448479 -1.6564449 ...  0.2513184  0.2513184  0.2513184],[4.255     4.255     4.2850003 ... 0.625     0.625     0.625    ]
2024-08-29 23:57:26.684206,151,"[-2.3588665  -2.351552   -2.3442373  ...  0.32264808  0.32367396
  0.32469982]","[-1.7171361  -1.7171361  -1.7171361  ...  0.25051418  0.25051418
  0.25051418]",[4.4420004 4.4420004 4.4420004 ... 0.623     0.623     0.623    ]
2024-08-29 23:57:26.727354,152,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32471964  0.32575214
  0.32678458]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25212264  0.25212264
  0.25212264]",[4.255      4.255      4.255      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:26.766901,153,"[-2.2133622  -2.206499   -2.1996355  ...  0.32471964  0.32575214
  0.32678458]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25212264  0.25212264
  0.25212264]",[4.168      4.168      4.168      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:26.808580,154,"[-2.2133622  -2.206499   -2.1996355  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6112164 -1.6112164 -1.6112164 ...  0.2513184  0.2513184  0.2513184],[4.168 4.168 4.168 ... 0.625 0.625 0.625]
2024-08-29 23:57:26.853656,156,"[-2.1984932  -2.1916761  -2.1996355  ...  0.32264808  0.32367396
  0.32469982]","[-1.6003926  -1.6003926  -1.6112164  ...  0.25051418  0.25051418
  0.25051418]",[4.1400003 4.1400003 4.168     ... 0.623     0.623     0.623    ]
2024-08-29 23:57:26.896498,157,[-2.2595625 -2.2525558 -2.2455492 ...  0.         0.         0.       ],[-1.6448479 -1.6448479 -1.6448479 ...  0.         0.         0.       ],[4.255 4.255 4.255 ... 0.    0.    0.   ]
2024-08-29 23:57:26.937041,158,"[-2.2754936  -2.2684379  -2.2613816  ...  0.3216123   0.3226349
  0.32365745]","[-1.6564449  -1.6564449  -1.6564449  ...  0.24970998  0.24970998
  0.24970998]",[4.2850003  4.2850003  4.2850003  ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:26.981302,160,[-2.3248801 -2.317671  -2.3104618 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.6923958 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.3780003 ... 0.        0.        0.       ]
2024-08-29 23:57:27.024317,161,"[-2.2919555  -2.2848487  -2.2777414  ...  0.3216123   0.3226349
  0.32365745]","[-1.6684284  -1.6684284  -1.6684284  ...  0.24970998  0.24970998
  0.24970998]",[4.316      4.316      4.316      ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:27.064176,162,"[-2.2441623  -2.2372038  -2.2302449  ...  0.3200586   0.32107624
  0.32209387]","[-1.6336374  -1.6336374  -1.6336374  ...  0.24850366  0.24850366
  0.24850366]",[4.2260003  4.2260003  4.2260003  ... 0.61800003 0.61800003 0.61800003]
2024-08-29 23:57:27.104061,163,"[-2.3758595  -2.3684924  -2.361125   ...  0.32109436  0.32211533
  0.32313624]","[-1.7295063  -1.7295063  -1.7295063  ...  0.24930786  0.24930786
  0.24930786]",[4.474 4.474 4.474 ... 0.62  0.62  0.62 ]
2024-08-29 23:57:27.147725,165,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3205765   0.3215958
  0.32261506]","[-1.6448479  -1.6448479  -1.6448479  ...  0.24890575  0.24890575
  0.24890575]",[4.255 4.255 4.255 ... 0.619 0.619 0.619]
2024-08-29 23:57:27.188868,166,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32109436  0.32211533
  0.32313624]","[-1.6564449  -1.6564449  -1.6564449  ...  0.24930786  0.24930786
  0.24930786]",[4.2850003 4.2850003 4.2850003 ... 0.62      0.62      0.62     ]
2024-08-29 23:57:27.230662,167,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32264808  0.32367396
  0.32469982]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25051418  0.25051418
  0.25051418]",[4.316 4.316 4.316 ... 0.623 0.623 0.623]
2024-08-29 23:57:27.272232,168,[-2.3078868 -2.3007305 -2.2935739 ...  0.         0.         0.       ],[-1.6800256 -1.6800256 -1.6800256 ...  0.         0.         0.       ],[4.346 4.346 4.346 ... 0.    0.    0.   ]
2024-08-29 23:57:27.318911,170,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32213017  0.32315442
  0.32417864]",[-1.6684284 -1.6684284 -1.6684284 ...  0.2501121  0.2501121  0.2501121],[4.316      4.316      4.316      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:27.361686,171,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3205765   0.3215958
  0.32261506]","[-1.6448479  -1.6448479  -1.6448479  ...  0.24890575  0.24890575
  0.24890575]",[4.255 4.255 4.255 ... 0.619 0.619 0.619]
2024-08-29 23:57:27.401553,172,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32213017  0.32315442
  0.32417864]",[-1.6003926 -1.6003926 -1.6003926 ...  0.2501121  0.2501121  0.2501121],[4.1400003  4.1400003  4.1400003  ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:27.442211,173,"[-2.154417   -2.1477368  -2.141056   ...  0.32109436  0.32211533
  0.32313624]","[-1.5683073  -1.5683073  -1.5683073  ...  0.24930786  0.24930786
  0.24930786]",[4.057 4.057 4.057 ... 0.62  0.62  0.62 ]
2024-08-29 23:57:27.487755,175,"[-2.2595625  -2.2525558  -2.2455492  ...  0.3200586   0.32107624
  0.32209387]","[-1.6448479  -1.6448479  -1.6448479  ...  0.24850366  0.24850366
  0.24850366]",[4.255      4.255      4.255      ... 0.61800003 0.61800003 0.61800003]
2024-08-29 23:57:27.531125,176,"[-2.2133622  -2.206499   -2.1996355  ...  0.32109436  0.32211533
  0.32313624]","[-1.6112164  -1.6112164  -1.6112164  ...  0.24930786  0.24930786
  0.24930786]",[4.168 4.168 4.168 ... 0.62  0.62  0.62 ]
2024-08-29 23:57:27.571441,177,"[-2.2919555  -2.2848487  -2.2777414  ...  0.3200586   0.32107624
  0.32209387]","[-1.6684284  -1.6684284  -1.6684284  ...  0.24850366  0.24850366
  0.24850366]",[4.316      4.316      4.316      ... 0.61800003 0.61800003 0.61800003]
2024-08-29 23:57:27.611235,178,"[-2.3413422  -2.3340821  -2.3268218  ...  0.3205765   0.3215958
  0.32261506]","[-1.7043794  -1.7043794  -1.7043794  ...  0.24890575  0.24890575
  0.24890575]",[4.4090004 4.4090004 4.4090004 ... 0.619     0.619     0.619    ]
2024-08-29 23:57:27.653929,180,"[-2.3413422  -2.3340821  -2.3268218  ...  0.31695125  0.317959
  0.31896678]",[-1.7043794 -1.7043794 -1.7043794 ...  0.246091   0.246091   0.246091 ],[4.4090004  4.4090004  4.4090004  ... 0.61200005 0.61200005 0.61200005]
2024-08-29 23:57:27.696067,181,[-2.2287621 -2.2218513 -2.21494   ...  0.         0.         0.       ],[-1.6224269 -1.6224269 -1.6224269 ...  0.         0.         0.       ],[4.197 4.197 4.197 ... 0.    0.    0.   ]
2024-08-29 23:57:27.739116,182,"[-2.2133622  -2.206499   -2.1996355  ...  0.31384385  0.31484175
  0.31583962]","[-1.6112164  -1.6112164  -1.6112164  ...  0.24367833  0.24367833
  0.24367833]",[4.168 4.168 4.168 ... 0.606 0.606 0.606]
2024-08-29 23:57:27.783247,184,"[-2.2595625  -2.2525558  -2.2455492  ...  0.31177232  0.31276363
  0.3137549 ]","[-1.6448479  -1.6448479  -1.6448479  ...  0.24206991  0.24206991
  0.24206991]",[4.255      4.255      4.255      ... 0.60200006 0.60200006 0.60200006]
2024-08-29 23:57:27.827282,185,"[-2.168755   -2.1620302  -2.1553051  ...  0.3128081   0.3138027
  0.31479725]","[-1.5787446  -1.5787446  -1.5787446  ...  0.24287412  0.24287412
  0.24287412]",[4.084      4.084      4.084      ... 0.60400003 0.60400003 0.60400003]
2024-08-29 23:57:27.869292,186,"[-2.2287621  -2.2218513  -2.21494    ...  0.3128081   0.3138027
  0.31479725]","[-1.6224269  -1.6224269  -1.6224269  ...  0.24287412  0.24287412
  0.24287412]",[4.197      4.197      4.197      ... 0.60400003 0.60400003 0.60400003]
2024-08-29 23:57:27.909941,187,[-2.2133622 -2.206499  -2.21494   ...  0.         0.         0.       ],[-1.6112164 -1.6112164 -1.6224269 ...  0.         0.         0.       ],[4.168 4.168 4.197 ... 0.    0.    0.   ]
2024-08-29 23:57:27.951473,188,"[-2.2595625  -2.2525558  -2.2455492  ...  0.31487966  0.31588086
  0.316882  ]","[-1.6448479  -1.6448479  -1.6448479  ...  0.24448256  0.24448256
  0.24448256]",[4.255      4.255      4.255      ... 0.60800004 0.60800004 0.60800004]
2024-08-29 23:57:27.992717,190,[-2.140079 -2.133443 -2.141056 ...  0.        0.        0.      ],[-1.55787   -1.55787   -1.5683073 ...  0.         0.         0.       ],[4.03  4.03  4.057 ... 0.    0.    0.   ]
2024-08-29 23:57:28.033270,191,[-2.2441623 -2.2372038 -2.2455492 ...  0.         0.         0.       ],[-1.6336374 -1.6336374 -1.6448479 ...  0.         0.         0.       ],[4.2260003 4.2260003 4.255     ... 0.        0.        0.       ]
2024-08-29 23:57:28.071315,192,[-2.183624  -2.176853  -2.1700819 ...  0.         0.         0.       ],[-1.5895685 -1.5895685 -1.5895685 ...  0.         0.         0.       ],[4.112 4.112 4.112 ... 0.    0.    0.   ]
2024-08-29 23:57:28.112984,194,"[-2.2441623  -2.2372038  -2.21494    ...  0.33973858  0.
  0.        ]",[-1.6336374 -1.6336374 -1.6224269 ...  0.2637838  0.         0.       ],[4.2260003 4.2260003 4.197     ... 0.656     0.        0.       ]
2024-08-29 23:57:28.155174,195,"[-2.2595625  -2.2525558  -2.2613816  ...  0.33197016  0.32990846
  0.33095407]","[-1.6448479  -1.6448479  -1.6564449  ...  0.25775218  0.2553395
  0.2553395 ]",[4.255      4.255      4.2850003  ... 0.64100003 0.63500005 0.63500005]
2024-08-29 23:57:28.197064,196,"[-2.2441623  -2.2372038  -2.2302449  ...  0.34025645  0.330428
  0.33147526]","[-1.6336374  -1.6336374  -1.6336374  ...  0.2641859   0.25574163
  0.25574163]",[4.2260003  4.2260003  4.2260003  ... 0.657      0.63600004 0.63600004]
2024-08-29 23:57:28.235921,197,[-2.140079 -2.133443 -2.112558 ...  0.        0.        0.      ],[-1.55787   -1.55787   -1.5474327 ...  0.         0.         0.       ],[4.03      4.03      4.0030003 ... 0.        0.        0.       ]
2024-08-29 23:57:28.277177,198,"[-2.2919555  -2.2848487  -2.2777414  ...  0.33611333  0.33354524
  0.3346024 ]","[-1.6684284  -1.6684284  -1.6684284  ...  0.26096904  0.25815427
  0.25815427]",[4.316      4.316      4.316      ... 0.64900005 0.642      0.642     ]
2024-08-29 23:57:28.319340,200,[-2.3248801 -2.317671  -2.3268218 ...  0.         0.         0.       ],[-1.6923958 -1.6923958 -1.7043794 ...  0.         0.         0.       ],[4.3780003 4.3780003 4.4090004 ... 0.        0.        0.       ]
2024-08-29 23:57:28.363669,201,"[-2.3248801  -2.317671   -2.3104618  ...  0.3309344   0.32990846
  0.33095407]","[-1.6923958  -1.6923958  -1.6923958  ...  0.25694796  0.2553395
  0.2553395 ]",[4.3780003  4.3780003  4.3780003  ... 0.63900006 0.63500005 0.63500005]
2024-08-29 23:57:28.403013,202,"[-2.168755   -2.1620302  -2.141056   ...  0.3298986   0.32990846
  0.33095407]","[-1.5787446  -1.5787446  -1.5683073  ...  0.25614372  0.2553395
  0.2553395 ]",[4.084      4.084      4.057      ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:28.443961,203,"[-2.183624   -2.176853   -2.1848588  ...  0.33611333  0.33510387
  0.33616593]","[-1.5895685  -1.5895685  -1.6003926  ...  0.26096904  0.2593606
  0.2593606 ]",[4.112      4.112      4.1400003  ... 0.64900005 0.64500004 0.64500004]
2024-08-29 23:57:28.485923,205,"[-2.2754936  -2.2684379  -2.2777414  ...  0.33352387  0.33198664
  0.33303884]","[-1.6564449  -1.6564449  -1.6684284  ...  0.2589585   0.25694796
  0.25694796]",[4.2850003  4.2850003  4.316      ... 0.64400005 0.63900006 0.63900006]
2024-08-29 23:57:28.529723,206,"[-2.2133622  -2.206499   -2.1996355  ...  0.33197016  0.330428
  0.33147526]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25775218  0.25574163
  0.25574163]",[4.168      4.168      4.168      ... 0.64100003 0.63600004 0.63600004]
2024-08-29 23:57:28.570164,207,"[-2.2919555  -2.2848487  -2.2777414  ...  0.3366312   0.33458433
  0.33564478]","[-1.6684284  -1.6684284  -1.6684284  ...  0.26137117  0.2589585
  0.2589585 ]",[4.316      4.316      4.316      ... 0.65000004 0.64400005 0.64400005]
2024-08-29 23:57:28.610323,208,"[-2.3078868  -2.3007305  -2.3104618  ...  0.33455965  0.33406478
  0.33512357]","[-1.6800256  -1.6800256  -1.6923958  ...  0.2597627   0.25855637
  0.25855637]",[4.346     4.346     4.3780003 ... 0.646     0.643     0.643    ]
2024-08-29 23:57:28.652609,210,"[-2.1984932  -2.1916761  -2.1700819  ...  0.33352387  0.3330257
  0.3340812 ]","[-1.6003926  -1.6003926  -1.5895685  ...  0.2589585   0.25775218
  0.25775218]",[4.1400003  4.1400003  4.112      ... 0.64400005 0.64100003 0.64100003]
2024-08-29 23:57:28.695664,211,"[-2.168755   -2.1620302  -2.1553051  ...  0.33507752  0.33510387
  0.33616593]","[-1.5787446  -1.5787446  -1.5787446  ...  0.26016483  0.2593606
  0.2593606 ]",[4.084      4.084      4.084      ... 0.647      0.64500004 0.64500004]
2024-08-29 23:57:28.735883,212,"[-2.3413422  -2.3340821  -2.3268218  ...  0.33507752  0.33354524
  0.3346024 ]","[-1.7043794  -1.7043794  -1.7043794  ...  0.26016483  0.25815427
  0.25815427]",[4.4090004 4.4090004 4.4090004 ... 0.647     0.642     0.642    ]
2024-08-29 23:57:28.776347,213,"[-2.3078868  -2.3007305  -2.2935739  ...  0.33300593  0.33198664
  0.33303884]","[-1.6800256  -1.6800256  -1.6800256  ...  0.25855637  0.25694796
  0.25694796]",[4.346      4.346      4.346      ... 0.643      0.63900006 0.63900006]
2024-08-29 23:57:28.817382,215,"[-2.2287621  -2.2218513  -2.2302449  ...  0.33404174  0.3330257
  0.3340812 ]","[-1.6224269  -1.6224269  -1.6336374  ...  0.2593606   0.25775218
  0.25775218]",[4.197      4.197      4.2260003  ... 0.64500004 0.64100003 0.64100003]
2024-08-29 23:57:28.859466,216,"[-2.3078868  -2.3007305  -2.3104618  ...  0.33248806  0.33250618
  0.33356002]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25815427  0.25735006
  0.25735006]",[4.346      4.346      4.3780003  ... 0.642      0.64000005 0.64000005]
2024-08-29 23:57:28.900634,217,"[-2.2754936  -2.2684379  -2.2777414  ...  0.33248806  0.33250618
  0.33356002]","[-1.6564449  -1.6564449  -1.6684284  ...  0.25815427  0.25735006
  0.25735006]",[4.2850003  4.2850003  4.316      ... 0.642      0.64000005 0.64000005]
2024-08-29 23:57:28.943438,218,"[-2.2595625  -2.2525558  -2.2613816  ...  0.3293807   0.3293889
  0.33043286]","[-1.6448479  -1.6448479  -1.6564449  ...  0.25574163  0.25493738
  0.25493738]",[4.255      4.255      4.2850003  ... 0.63600004 0.634      0.634     ]
2024-08-29 23:57:28.986844,220,"[-2.2133622  -2.206499   -2.1996355  ...  0.33197016  0.33198664
  0.33303884]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25775218  0.25694796
  0.25694796]",[4.168      4.168      4.168      ... 0.64100003 0.63900006 0.63900006]
2024-08-29 23:57:29.031939,221,"[-2.3078868  -2.3007305  -2.3104618  ...  0.32886282  0.32886937
  0.32991168]",[-1.6800256 -1.6800256 -1.6923958 ...  0.2553395  0.2545353  0.2545353],[4.346      4.346      4.3780003  ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:29.072232,222,"[-2.2754936  -2.2684379  -2.2777414  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6564449 -1.6564449 -1.6684284 ...  0.2541332  0.2541332  0.2541332],[4.2850003 4.2850003 4.316     ... 0.632     0.632     0.632    ]
2024-08-29 23:57:29.113925,224,"[-2.2287621  -2.2218513  -2.21494    ...  0.32575542  0.3267912
  0.32782692]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25292686  0.25292686
  0.25292686]",[4.197 4.197 4.197 ... 0.629 0.629 0.629]
2024-08-29 23:57:29.156850,225,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32420176  0.3252326
  0.3262634 ]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25172052  0.25172052
  0.25172052]",[4.255      4.255      4.255      ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:29.198616,226,"[-2.2133622  -2.206499   -2.21494    ...  0.32679123  0.32783028
  0.3288693 ]","[-1.6112164  -1.6112164  -1.6224269  ...  0.25373107  0.25373107
  0.25373107]",[4.168      4.168      4.197      ... 0.63100004 0.63100004 0.63100004]
2024-08-29 23:57:29.239275,227,"[-2.183624   -2.176853   -2.1700819  ...  0.32420176  0.3252326
  0.3262634 ]","[-1.5895685  -1.5895685  -1.5895685  ...  0.25172052  0.25172052
  0.25172052]",[4.112      4.112      4.112      ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:29.279713,228,"[-2.2441623  -2.2372038  -2.2302449  ...  0.32213017  0.32315442
  0.32417864]",[-1.6336374 -1.6336374 -1.6336374 ...  0.2501121  0.2501121  0.2501121],[4.2260003  4.2260003  4.2260003  ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:29.319862,230,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32420176  0.3252326
  0.3262634 ]","[-1.6003926  -1.6003926  -1.6003926  ...  0.25172052  0.25172052
  0.25172052]",[4.1400003  4.1400003  4.1400003  ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:29.364278,231,"[-2.2287621  -2.2218513  -2.21494    ...  0.32213017  0.32315442
  0.32417864]",[-1.6224269 -1.6224269 -1.6224269 ...  0.2501121  0.2501121  0.2501121],[4.197      4.197      4.197      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:29.412107,232,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32213017  0.32315442
  0.32417864]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2501121  0.2501121  0.2501121],[4.255      4.255      4.255      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:29.456257,234,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32109436  0.32211533
  0.32313624]","[-1.6564449  -1.6564449  -1.6564449  ...  0.24930786  0.24930786
  0.24930786]",[4.2850003 4.2850003 4.2850003 ... 0.62      0.62      0.62     ]
2024-08-29 23:57:29.499379,235,"[-2.2441623  -2.2372038  -2.2302449  ...  0.3205765   0.3215958
  0.32261506]","[-1.6336374  -1.6336374  -1.6336374  ...  0.24890575  0.24890575
  0.24890575]",[4.2260003 4.2260003 4.2260003 ... 0.619     0.619     0.619    ]
2024-08-29 23:57:29.541592,236,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2513184  0.2513184  0.2513184],[4.255 4.255 4.255 ... 0.625 0.625 0.625]
2024-08-29 23:57:29.585339,238,"[-2.2754936  -2.2684379  -2.2613816  ...  0.3216123   0.3226349
  0.32365745]","[-1.6564449  -1.6564449  -1.6564449  ...  0.24970998  0.24970998
  0.24970998]",[4.2850003  4.2850003  4.2850003  ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:29.630487,239,"[-2.2133622  -2.206499   -2.1996355  ...  0.32264808  0.32367396
  0.32469982]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25051418  0.25051418
  0.25051418]",[4.168 4.168 4.168 ... 0.623 0.623 0.623]
2024-08-29 23:57:29.670548,240,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32420176  0.3252326
  0.3262634 ]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25172052  0.25172052
  0.25172052]",[4.255      4.255      4.255      ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:29.711094,241,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32471964  0.32575214
  0.32678458]","[-1.6003926  -1.6003926  -1.6003926  ...  0.25212264  0.25212264
  0.25212264]",[4.1400003  4.1400003  4.1400003  ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:29.758557,243,"[-2.2441623  -2.2372038  -2.2302449  ...  0.32523754  0.32627165
  0.32730576]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25252473  0.25252473
  0.25252473]",[4.2260003 4.2260003 4.2260003 ... 0.628     0.628     0.628    ]
2024-08-29 23:57:29.801365,244,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32679123  0.32783028
  0.3288693 ]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25373107  0.25373107
  0.25373107]",[4.255      4.255      4.255      ... 0.63100004 0.63100004 0.63100004]
2024-08-29 23:57:29.841097,245,"[-2.168755   -2.1620302  -2.1700819  ...  0.32471964  0.32575214
  0.32678458]","[-1.5787446  -1.5787446  -1.5895685  ...  0.25212264  0.25212264
  0.25212264]",[4.084      4.084      4.112      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:29.884406,246,"[-2.183624   -2.176853   -2.1700819  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.5895685 -1.5895685 -1.5895685 ...  0.2513184  0.2513184  0.2513184],[4.112 4.112 4.112 ... 0.625 0.625 0.625]
2024-08-29 23:57:29.926852,248,"[-2.3078868  -2.3007305  -2.2935739  ...  0.32575542  0.3267912
  0.32782692]","[-1.6800256  -1.6800256  -1.6800256  ...  0.25292686  0.25292686
  0.25292686]",[4.346 4.346 4.346 ... 0.629 0.629 0.629]
2024-08-29 23:57:29.969935,249,"[-2.2133622  -2.206499   -2.1996355  ...  0.32627335  0.32731077
  0.32834813]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25332898  0.25332898
  0.25332898]",[4.168      4.168      4.168      ... 0.63000005 0.63000005 0.63000005]
2024-08-29 23:57:30.011839,250,"[-2.2287621  -2.2218513  -2.2302449  ...  0.32471964  0.32575214
  0.32678458]","[-1.6224269  -1.6224269  -1.6336374  ...  0.25212264  0.25212264
  0.25212264]",[4.197      4.197      4.2260003  ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:30.057079,252,"[-2.2287621  -2.2218513  -2.21494    ...  0.32471964  0.32575214
  0.32678458]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25212264  0.25212264
  0.25212264]",[4.197      4.197      4.197      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:30.098824,253,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32471964  0.32575214
  0.32678458]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25212264  0.25212264
  0.25212264]",[4.255      4.255      4.255      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:30.139100,254,"[-2.3078868  -2.3007305  -2.2777414  ...  0.32471964  0.32575214
  0.32678458]","[-1.6800256  -1.6800256  -1.6684284  ...  0.25212264  0.25212264
  0.25212264]",[4.346      4.346      4.316      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:30.179773,255,"[-2.2287621  -2.2218513  -2.2302449  ...  0.32420176  0.3252326
  0.3262634 ]","[-1.6224269  -1.6224269  -1.6336374  ...  0.25172052  0.25172052
  0.25172052]",[4.197      4.197      4.2260003  ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:30.223590,257,"[-2.3078868  -2.3007305  -2.2935739  ...  0.32316595  0.3241935
  0.325221  ]",[-1.6800256 -1.6800256 -1.6800256 ...  0.2509163  0.2509163  0.2509163],[4.346 4.346 4.346 ... 0.624 0.624 0.624]
2024-08-29 23:57:30.266925,258,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32264808  0.32367396
  0.32469982]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25051418  0.25051418
  0.25051418]",[4.316 4.316 4.316 ... 0.623 0.623 0.623]
2024-08-29 23:57:30.305901,259,"[-2.2287621  -2.2218513  -2.21494    ...  0.32316595  0.3241935
  0.325221  ]",[-1.6224269 -1.6224269 -1.6224269 ...  0.2509163  0.2509163  0.2509163],[4.197 4.197 4.197 ... 0.624 0.624 0.624]
2024-08-29 23:57:30.345912,260,"[-2.2441623  -2.2372038  -2.2455492  ...  0.3216123   0.3226349
  0.32365745]","[-1.6336374  -1.6336374  -1.6448479  ...  0.24970998  0.24970998
  0.24970998]",[4.2260003  4.2260003  4.255      ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:30.388085,262,"[-2.1984932  -2.1916761  -2.21494    ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6003926 -1.6003926 -1.6224269 ...  0.2513184  0.2513184  0.2513184],[4.1400003 4.1400003 4.197     ... 0.625     0.625     0.625    ]
2024-08-29 23:57:30.431990,263,"[-2.183624   -2.176853   -2.1848588  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.5895685 -1.5895685 -1.6003926 ...  0.2513184  0.2513184  0.2513184],[4.112     4.112     4.1400003 ... 0.625     0.625     0.625    ]
2024-08-29 23:57:30.470745,264,"[-2.3078868  -2.3007305  -2.3104618  ...  0.32264808  0.32367396
  0.32469982]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25051418  0.25051418
  0.25051418]",[4.346     4.346     4.3780003 ... 0.623     0.623     0.623    ]
2024-08-29 23:57:30.512022,265,"[-2.2133622  -2.206499   -2.1996355  ...  0.32575542  0.3267912
  0.32782692]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25292686  0.25292686
  0.25292686]",[4.168 4.168 4.168 ... 0.629 0.629 0.629]
2024-08-29 23:57:30.554194,267,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32420176  0.3252326
  0.3262634 ]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25172052  0.25172052
  0.25172052]",[4.316      4.316      4.316      ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:30.596398,268,"[-2.2919555  -2.2848487  -2.2935739  ...  0.32575542  0.3267912
  0.32782692]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25292686  0.25292686
  0.25292686]",[4.316 4.316 4.346 ... 0.629 0.629 0.629]
2024-08-29 23:57:30.636049,269,"[-2.2133622  -2.206499   -2.1996355  ...  0.32679123  0.32783028
  0.3288693 ]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25373107  0.25373107
  0.25373107]",[4.168      4.168      4.168      ... 0.63100004 0.63100004 0.63100004]
2024-08-29 23:57:30.678803,270,"[-2.2287621  -2.2218513  -2.21494    ...  0.32420176  0.3252326
  0.3262634 ]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25172052  0.25172052
  0.25172052]",[4.197      4.197      4.197      ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:30.721261,272,"[-2.3078868  -2.3007305  -2.2935739  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6800256 -1.6800256 -1.6800256 ...  0.2513184  0.2513184  0.2513184],[4.346 4.346 4.346 ... 0.625 0.625 0.625]
