datetime,frame_number,x,y,z
2024-08-29 23:57:30.762368,273,"[-2.2441623  -2.2372038  -2.2302449  ...  0.32523754  0.32627165
  0.32730576]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25252473  0.25252473
  0.25252473]",[4.2260003 4.2260003 4.2260003 ... 0.628     0.628     0.628    ]
2024-08-29 23:57:30.803135,274,"[-2.3248801  -2.317671   -2.3268218  ...  0.32471964  0.32575214
  0.32678458]","[-1.6923958  -1.6923958  -1.7043794  ...  0.25212264  0.25212264
  0.25212264]",[4.3780003  4.3780003  4.4090004  ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:30.842266,275,"[-2.2441623  -2.2372038  -2.21494    ...  0.32471964  0.32575214
  0.32678458]","[-1.6336374  -1.6336374  -1.6224269  ...  0.25212264  0.25212264
  0.25212264]",[4.2260003  4.2260003  4.197      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:30.885059,277,"[-2.2919555  -2.2848487  -2.2935739  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6684284 -1.6684284 -1.6800256 ...  0.2513184  0.2513184  0.2513184],[4.316 4.316 4.346 ... 0.625 0.625 0.625]
2024-08-29 23:57:30.928560,278,"[-2.2441623  -2.2372038  -2.2302449  ...  0.32575542  0.3267912
  0.32782692]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25292686  0.25292686
  0.25292686]",[4.2260003 4.2260003 4.2260003 ... 0.629     0.629     0.629    ]
2024-08-29 23:57:30.966907,279,"[-2.2133622  -2.206499   -2.21494    ...  0.32471964  0.32575214
  0.32678458]","[-1.6112164  -1.6112164  -1.6224269  ...  0.25212264  0.25212264
  0.25212264]",[4.168      4.168      4.197      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:31.009119,280,"[-2.2919555  -2.2848487  -2.2935739  ...  0.32264808  0.32367396
  0.32469982]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25051418  0.25051418
  0.25051418]",[4.316 4.316 4.346 ... 0.623 0.623 0.623]
2024-08-29 23:57:31.052172,282,"[-2.2441623  -2.2372038  -2.2302449  ...  0.32575542  0.3267912
  0.32782692]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25292686  0.25292686
  0.25292686]",[4.2260003 4.2260003 4.2260003 ... 0.629     0.629     0.629    ]
2024-08-29 23:57:31.093292,283,"[-2.3248801  -2.317671   -2.3104618  ...  0.32523754  0.32627165
  0.32730576]","[-1.6923958  -1.6923958  -1.6923958  ...  0.25252473  0.25252473
  0.25252473]",[4.3780003 4.3780003 4.3780003 ... 0.628     0.628     0.628    ]
2024-08-29 23:57:31.132878,284,"[-2.2441623  -2.2372038  -2.2302449  ...  0.32575542  0.3267912
  0.32782692]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25292686  0.25292686
  0.25292686]",[4.2260003 4.2260003 4.2260003 ... 0.629     0.629     0.629    ]
2024-08-29 23:57:31.171791,285,"[-2.2287621  -2.2218513  -2.21494    ...  0.32627335  0.32731077
  0.32834813]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25332898  0.25332898
  0.25332898]",[4.197      4.197      4.197      ... 0.63000005 0.63000005 0.63000005]
2024-08-29 23:57:31.212479,286,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32523754  0.32627165
  0.32730576]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25252473  0.25252473
  0.25252473]",[4.255 4.255 4.255 ... 0.628 0.628 0.628]
2024-08-29 23:57:31.255591,287,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6564449 -1.6564449 -1.6564449 ...  0.2513184  0.2513184  0.2513184],[4.2850003 4.2850003 4.2850003 ... 0.625     0.625     0.625    ]
2024-08-29 23:57:31.297249,289,"[-2.3248801  -2.317671   -2.3104618  ...  0.32471964  0.32575214
  0.32678458]","[-1.6923958  -1.6923958  -1.6923958  ...  0.25212264  0.25212264
  0.25212264]",[4.3780003  4.3780003  4.3780003  ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:31.336364,290,"[-2.2133622  -2.206499   -2.1848588  ...  0.32316595  0.3241935
  0.325221  ]",[-1.6112164 -1.6112164 -1.6003926 ...  0.2509163  0.2509163  0.2509163],[4.168     4.168     4.1400003 ... 0.624     0.624     0.624    ]
2024-08-29 23:57:31.375783,291,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32575542  0.3267912
  0.32782692]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25292686  0.25292686
  0.25292686]",[4.2850003 4.2850003 4.2850003 ... 0.629     0.629     0.629    ]
2024-08-29 23:57:31.419304,293,"[-2.2133622  -2.206499   -2.1996355  ...  0.32627335  0.32731077
  0.32834813]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25332898  0.25332898
  0.25332898]",[4.168      4.168      4.168      ... 0.63000005 0.63000005 0.63000005]
2024-08-29 23:57:31.460972,294,"[-2.2754936  -2.2684379  -2.2455492  ...  0.3216123   0.3226349
  0.32365745]","[-1.6564449  -1.6564449  -1.6448479  ...  0.24970998  0.24970998
  0.24970998]",[4.2850003  4.2850003  4.255      ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:31.500592,295,"[-2.3588665  -2.351552   -2.3442373  ...  0.32316595  0.3241935
  0.325221  ]",[-1.7171361 -1.7171361 -1.7171361 ...  0.2509163  0.2509163  0.2509163],[4.4420004 4.4420004 4.4420004 ... 0.624     0.624     0.624    ]
2024-08-29 23:57:31.543511,296,"[-2.2919555  -2.2848487  -2.2935739  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6684284 -1.6684284 -1.6800256 ...  0.2513184  0.2513184  0.2513184],[4.316 4.316 4.346 ... 0.625 0.625 0.625]
2024-08-29 23:57:31.583465,298,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32471964  0.32575214
  0.32678458]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25212264  0.25212264
  0.25212264]",[4.2850003  4.2850003  4.2850003  ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:31.627062,299,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32316595  0.3241935
  0.325221  ]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2509163  0.2509163  0.2509163],[4.255 4.255 4.255 ... 0.624 0.624 0.624]
2024-08-29 23:57:31.667828,300,"[-2.2287621  -2.2218513  -2.2302449  ...  0.32264808  0.32367396
  0.32469982]","[-1.6224269  -1.6224269  -1.6336374  ...  0.25051418  0.25051418
  0.25051418]",[4.197     4.197     4.2260003 ... 0.623     0.623     0.623    ]
2024-08-29 23:57:31.707368,301,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32213017  0.32315442
  0.32417864]",[-1.6564449 -1.6564449 -1.6564449 ...  0.2501121  0.2501121  0.2501121],[4.2850003  4.2850003  4.2850003  ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:31.749120,302,"[-2.2919555  -2.2848487  -2.2935739  ...  0.32264808  0.32367396
  0.32469982]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25051418  0.25051418
  0.25051418]",[4.316 4.316 4.346 ... 0.623 0.623 0.623]
2024-08-29 23:57:31.791137,304,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32264808  0.32367396
  0.32469982]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25051418  0.25051418
  0.25051418]",[4.316 4.316 4.316 ... 0.623 0.623 0.623]
2024-08-29 23:57:31.833795,305,"[-2.168755   -2.1620302  -2.1553051  ...  0.32264808  0.32367396
  0.32469982]","[-1.5787446  -1.5787446  -1.5787446  ...  0.25051418  0.25051418
  0.25051418]",[4.084 4.084 4.084 ... 0.623 0.623 0.623]
2024-08-29 23:57:31.873135,306,"[-2.2754936  -2.2684379  -2.2613816  ...  0.3216123   0.3226349
  0.32365745]","[-1.6564449  -1.6564449  -1.6564449  ...  0.24970998  0.24970998
  0.24970998]",[4.2850003  4.2850003  4.2850003  ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:31.914088,307,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32213017  0.32315442
  0.32417864]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2501121  0.2501121  0.2501121],[4.255      4.255      4.255      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:31.957486,309,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32264808  0.32367396
  0.32469982]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25051418  0.25051418
  0.25051418]",[4.316 4.316 4.316 ... 0.623 0.623 0.623]
2024-08-29 23:57:32.001537,310,"[-2.2441623  -2.2372038  -2.2455492  ...  0.32213017  0.32315442
  0.32417864]",[-1.6336374 -1.6336374 -1.6448479 ...  0.2501121  0.2501121  0.2501121],[4.2260003  4.2260003  4.255      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:32.042376,311,"[-2.3248801  -2.317671   -2.3268218  ...  0.3216123   0.3226349
  0.32365745]","[-1.6923958  -1.6923958  -1.7043794  ...  0.24970998  0.24970998
  0.24970998]",[4.3780003  4.3780003  4.4090004  ... 0.62100005 0.62100005 0.62100005]
2024-08-29 23:57:32.082382,312,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32213017  0.32315442
  0.32417864]",[-1.6684284 -1.6684284 -1.6684284 ...  0.2501121  0.2501121  0.2501121],[4.316      4.316      4.316      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:32.125703,314,"[-2.2133622  -2.206499   -2.1848588  ...  0.3195407   0.32055673
  0.3215727 ]","[-1.6112164  -1.6112164  -1.6003926  ...  0.24810155  0.24810155
  0.24810155]",[4.168      4.168      4.1400003  ... 0.61700004 0.61700004 0.61700004]
2024-08-29 23:57:32.169363,315,"[-2.3078868  -2.3007305  -2.2777414  ...  0.32213017  0.32315442
  0.32417864]",[-1.6800256 -1.6800256 -1.6684284 ...  0.2501121  0.2501121  0.2501121],[4.346      4.346      4.316      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:32.209418,316,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32213017  0.32315442
  0.32417864]",[-1.6684284 -1.6684284 -1.6684284 ...  0.2501121  0.2501121  0.2501121],[4.316      4.316      4.316      ... 0.62200004 0.62200004 0.62200004]
2024-08-29 23:57:32.253774,318,"[-2.2754936  -2.2684379  -2.2777414  ...  0.32575542  0.3267912
  0.32782692]","[-1.6564449  -1.6564449  -1.6684284  ...  0.25292686  0.25292686
  0.25292686]",[4.2850003 4.2850003 4.316     ... 0.629     0.629     0.629    ]
2024-08-29 23:57:32.296607,319,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32264808  0.32367396
  0.32469982]","[-1.6003926  -1.6003926  -1.6003926  ...  0.25051418  0.25051418
  0.25051418]",[4.1400003 4.1400003 4.1400003 ... 0.623     0.623     0.623    ]
2024-08-29 23:57:32.335544,320,"[-2.2441623  -2.2372038  -2.2302449  ...  0.32523754  0.32627165
  0.32730576]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25252473  0.25252473
  0.25252473]",[4.2260003 4.2260003 4.2260003 ... 0.628     0.628     0.628    ]
2024-08-29 23:57:32.375664,321,"[-2.183624   -2.176853   -2.1700819  ...  0.32523754  0.32627165
  0.32730576]","[-1.5895685  -1.5895685  -1.5895685  ...  0.25252473  0.25252473
  0.25252473]",[4.112 4.112 4.112 ... 0.628 0.628 0.628]
2024-08-29 23:57:32.419857,322,"[-2.3248801  -2.317671   -2.3104618  ...  0.32471964  0.32575214
  0.32678458]","[-1.6923958  -1.6923958  -1.6923958  ...  0.25212264  0.25212264
  0.25212264]",[4.3780003  4.3780003  4.3780003  ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:32.461625,324,"[-2.2919555  -2.2848487  -2.3104618  ...  0.32575542  0.3267912
  0.32782692]","[-1.6684284  -1.6684284  -1.6923958  ...  0.25292686  0.25292686
  0.25292686]",[4.316     4.316     4.3780003 ... 0.629     0.629     0.629    ]
2024-08-29 23:57:32.501428,325,"[-2.3078868  -2.3007305  -2.3104618  ...  0.327827    0.32886937
  0.32991168]",[-1.6800256 -1.6800256 -1.6923958 ...  0.2545353  0.2545353  0.2545353],[4.346     4.346     4.3780003 ... 0.633     0.633     0.633    ]
2024-08-29 23:57:32.540451,326,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32471964  0.32575214
  0.32678458]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25212264  0.25212264
  0.25212264]",[4.316      4.316      4.316      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:32.580227,327,"[-2.3078868  -2.3007305  -2.3104618  ...  0.32575542  0.3267912
  0.32782692]","[-1.6800256  -1.6800256  -1.6923958  ...  0.25292686  0.25292686
  0.25292686]",[4.346     4.346     4.3780003 ... 0.629     0.629     0.629    ]
2024-08-29 23:57:32.626670,329,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32575542  0.3267912
  0.32782692]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25292686  0.25292686
  0.25292686]",[4.2850003 4.2850003 4.2850003 ... 0.629     0.629     0.629    ]
2024-08-29 23:57:32.669621,330,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32523754  0.32627165
  0.32730576]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25252473  0.25252473
  0.25252473]",[4.2850003 4.2850003 4.2850003 ... 0.628     0.628     0.628    ]
2024-08-29 23:57:32.708572,331,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6003926 -1.6003926 -1.6003926 ...  0.2541332  0.2541332  0.2541332],[4.1400003 4.1400003 4.1400003 ... 0.632     0.632     0.632    ]
2024-08-29 23:57:32.749116,332,"[-2.2919555  -2.2848487  -2.2613816  ...  0.32679123  0.32783028
  0.3288693 ]","[-1.6684284  -1.6684284  -1.6564449  ...  0.25373107  0.25373107
  0.25373107]",[4.316      4.316      4.2850003  ... 0.63100004 0.63100004 0.63100004]
2024-08-29 23:57:32.791024,334,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32316595  0.3241935
  0.325221  ]",[-1.6684284 -1.6684284 -1.6684284 ...  0.2509163  0.2509163  0.2509163],[4.316 4.316 4.316 ... 0.624 0.624 0.624]
2024-08-29 23:57:32.833293,335,"[-2.2919555  -2.2848487  -2.3104618  ...  0.32523754  0.32627165
  0.32730576]","[-1.6684284  -1.6684284  -1.6923958  ...  0.25252473  0.25252473
  0.25252473]",[4.316     4.316     4.3780003 ... 0.628     0.628     0.628    ]
2024-08-29 23:57:32.874705,336,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32368386  0.32471302
  0.3257422 ]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2513184  0.2513184  0.2513184],[4.255 4.255 4.255 ... 0.625 0.625 0.625]
2024-08-29 23:57:32.915489,337,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32420176  0.3252326
  0.3262634 ]","[-1.6003926  -1.6003926  -1.6003926  ...  0.25172052  0.25172052
  0.25172052]",[4.1400003  4.1400003  4.1400003  ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:32.956541,339,"[-2.3413422  -2.3340821  -2.3268218  ...  0.32316595  0.3241935
  0.325221  ]",[-1.7043794 -1.7043794 -1.7043794 ...  0.2509163  0.2509163  0.2509163],[4.4090004 4.4090004 4.4090004 ... 0.624     0.624     0.624    ]
2024-08-29 23:57:32.999953,340,"[-2.2287621  -2.2218513  -2.21494    ...  0.32264808  0.32367396
  0.32469982]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25051418  0.25051418
  0.25051418]",[4.197 4.197 4.197 ... 0.623 0.623 0.623]
2024-08-29 23:57:33.044410,341,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32264808  0.32367396
  0.32469982]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25051418  0.25051418
  0.25051418]",[4.2850003 4.2850003 4.2850003 ... 0.623     0.623     0.623    ]
2024-08-29 23:57:33.088361,342,"[-2.2919555  -2.2848487  -2.2935739  ...  0.32420176  0.3252326
  0.3262634 ]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25172052  0.25172052
  0.25172052]",[4.316      4.316      4.346      ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:33.132697,344,"[-2.3758595  -2.3684924  -2.361125   ...  0.32420176  0.3252326
  0.3262634 ]","[-1.7295063  -1.7295063  -1.7295063  ...  0.25172052  0.25172052
  0.25172052]",[4.474      4.474      4.474      ... 0.62600005 0.62600005 0.62600005]
2024-08-29 23:57:33.173392,345,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6003926 -1.6003926 -1.6003926 ...  0.2541332  0.2541332  0.2541332],[4.1400003 4.1400003 4.1400003 ... 0.632     0.632     0.632    ]
2024-08-29 23:57:33.214876,346,"[-2.3248801  -2.317671   -2.3268218  ...  0.32834488  0.32886937
  0.32991168]","[-1.6923958  -1.6923958  -1.7043794  ...  0.25493738  0.2545353
  0.2545353 ]",[4.3780003 4.3780003 4.4090004 ... 0.634     0.633     0.633    ]
2024-08-29 23:57:33.259111,348,"[-2.2287621  -2.2218513  -2.2302449  ...  0.32834488  0.32886937
  0.32991168]","[-1.6224269  -1.6224269  -1.6336374  ...  0.25493738  0.2545353
  0.2545353 ]",[4.197     4.197     4.2260003 ... 0.634     0.633     0.633    ]
2024-08-29 23:57:33.301733,349,"[-2.168755   -2.1620302  -2.1553051  ...  0.32886282  0.32886937
  0.32991168]",[-1.5787446 -1.5787446 -1.5787446 ...  0.2553395  0.2545353  0.2545353],[4.084      4.084      4.084      ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:33.341162,350,"[-2.2919555  -2.2848487  -2.2777414  ...  0.33248806  0.33146706
  0.33251762]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25815427  0.25654584
  0.25654584]",[4.316 4.316 4.316 ... 0.642 0.638 0.638]
2024-08-29 23:57:33.381914,351,"[-2.3588665  -2.351552   -2.3442373  ...  0.32834488  0.3293889
  0.33043286]","[-1.7171361  -1.7171361  -1.7171361  ...  0.25493738  0.25493738
  0.25493738]",[4.4420004 4.4420004 4.4420004 ... 0.634     0.634     0.634    ]
2024-08-29 23:57:33.424251,353,"[-2.2919555  -2.2848487  -2.2777414  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6684284 -1.6684284 -1.6684284 ...  0.2541332  0.2541332  0.2541332],[4.316 4.316 4.316 ... 0.632 0.632 0.632]
2024-08-29 23:57:33.467989,354,"[-2.2754936  -2.2684379  -2.2613816  ...  0.32834488  0.3293889
  0.33043286]","[-1.6564449  -1.6564449  -1.6564449  ...  0.25493738  0.25493738
  0.25493738]",[4.2850003 4.2850003 4.2850003 ... 0.634     0.634     0.634    ]
2024-08-29 23:57:33.509103,355,"[-2.2287621  -2.2218513  -2.2302449  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6224269 -1.6224269 -1.6336374 ...  0.2541332  0.2541332  0.2541332],[4.197     4.197     4.2260003 ... 0.632     0.632     0.632    ]
2024-08-29 23:57:33.549370,356,"[-2.3248801  -2.317671   -2.3268218  ...  0.32834488  0.32886937
  0.32991168]","[-1.6923958  -1.6923958  -1.7043794  ...  0.25493738  0.2545353
  0.2545353 ]",[4.3780003 4.3780003 4.4090004 ... 0.634     0.633     0.633    ]
2024-08-29 23:57:33.596537,358,"[-2.3413422  -2.3340821  -2.3268218  ...  0.32471964  0.32575214
  0.32678458]","[-1.7043794  -1.7043794  -1.7043794  ...  0.25212264  0.25212264
  0.25212264]",[4.4090004  4.4090004  4.4090004  ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:33.638109,359,"[-2.1984932  -2.1916761  -2.1848588  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6003926 -1.6003926 -1.6003926 ...  0.2541332  0.2541332  0.2541332],[4.1400003 4.1400003 4.1400003 ... 0.632     0.632     0.632    ]
2024-08-29 23:57:33.677706,360,"[-2.2287621  -2.2218513  -2.21494    ...  0.32471964  0.32575214
  0.32678458]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25212264  0.25212264
  0.25212264]",[4.197      4.197      4.197      ... 0.62700003 0.62700003 0.62700003]
2024-08-29 23:57:33.721504,361,"[-2.2754936  -2.2684379  -2.2455492  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6564449 -1.6564449 -1.6448479 ...  0.2541332  0.2541332  0.2541332],[4.2850003 4.2850003 4.255     ... 0.632     0.632     0.632    ]
2024-08-29 23:57:33.766552,363,"[-2.2919555  -2.2848487  -2.2777414  ...  0.33041647  0.32990846
  0.33095407]","[-1.6684284  -1.6684284  -1.6684284  ...  0.25654584  0.2553395
  0.2553395 ]",[4.316      4.316      4.316      ... 0.638      0.63500005 0.63500005]
2024-08-29 23:57:33.806551,364,"[-2.1984932  -2.1916761  -2.1848588  ...  0.3298986   0.3293889
  0.33043286]","[-1.6003926  -1.6003926  -1.6003926  ...  0.25614372  0.25493738
  0.25493738]",[4.1400003 4.1400003 4.1400003 ... 0.637     0.634     0.634    ]
2024-08-29 23:57:33.847420,365,"[-2.2441623  -2.2372038  -2.2302449  ...  0.33300593  0.33250618
  0.33356002]","[-1.6336374  -1.6336374  -1.6336374  ...  0.25855637  0.25735006
  0.25735006]",[4.2260003  4.2260003  4.2260003  ... 0.643      0.64000005 0.64000005]
2024-08-29 23:57:33.890442,367,"[-2.183624   -2.176853   -2.1848588  ...  0.33197016  0.33146706
  0.33251762]","[-1.5895685  -1.5895685  -1.6003926  ...  0.25775218  0.25654584
  0.25654584]",[4.112      4.112      4.1400003  ... 0.64100003 0.638      0.638     ]
2024-08-29 23:57:33.935319,368,"[-2.3248801  -2.317671   -2.3104618  ...  0.32886282  0.3293889
  0.33043286]","[-1.6923958  -1.6923958  -1.6923958  ...  0.2553395   0.25493738
  0.25493738]",[4.3780003  4.3780003  4.3780003  ... 0.63500005 0.634      0.634     ]
2024-08-29 23:57:33.975709,369,"[-2.183624   -2.176853   -2.1848588  ...  0.32679123  0.32783028
  0.3288693 ]","[-1.5895685  -1.5895685  -1.6003926  ...  0.25373107  0.25373107
  0.25373107]",[4.112      4.112      4.1400003  ... 0.63100004 0.63100004 0.63100004]
2024-08-29 23:57:34.015491,370,"[-2.1257412  -2.1191497  -2.112558   ...  0.32834488  0.3293889
  0.33043286]","[-1.5474327  -1.5474327  -1.5474327  ...  0.25493738  0.25493738
  0.25493738]",[4.0030003 4.0030003 4.0030003 ... 0.634     0.634     0.634    ]
2024-08-29 23:57:34.056634,372,"[-2.140079   -2.133443   -2.141056   ...  0.32834488  0.3293889
  0.33043286]","[-1.55787    -1.55787    -1.5683073  ...  0.25493738  0.25493738
  0.25493738]",[4.03  4.03  4.057 ... 0.634 0.634 0.634]
2024-08-29 23:57:34.099784,373,"[-2.2441623  -2.2372038  -2.2455492  ...  0.327827    0.32886937
  0.32991168]",[-1.6336374 -1.6336374 -1.6448479 ...  0.2545353  0.2545353  0.2545353],[4.2260003 4.2260003 4.255     ... 0.633     0.633     0.633    ]
2024-08-29 23:57:34.140033,374,"[-2.2595625  -2.2525558  -2.2613816  ...  0.32886282  0.32990846
  0.33095407]",[-1.6448479 -1.6448479 -1.6564449 ...  0.2553395  0.2553395  0.2553395],[4.255      4.255      4.2850003  ... 0.63500005 0.63500005 0.63500005]
2024-08-29 23:57:34.181034,375,"[-2.2595625  -2.2525558  -2.2455492  ...  0.32730913  0.32834983
  0.3293905 ]",[-1.6448479 -1.6448479 -1.6448479 ...  0.2541332  0.2541332  0.2541332],[4.255 4.255 4.255 ... 0.632 0.632 0.632]
2024-08-29 23:57:34.224334,377,"[-2.2287621  -2.2218513  -2.2302449  ...  0.327827    0.32886937
  0.32991168]",[-1.6224269 -1.6224269 -1.6336374 ...  0.2545353  0.2545353  0.2545353],[4.197     4.197     4.2260003 ... 0.633     0.633     0.633    ]
2024-08-29 23:57:34.267665,378,"[-2.183624   -2.176853   -2.1848588  ...  0.32886282  0.32886937
  0.32991168]",[-1.5895685 -1.5895685 -1.6003926 ...  0.2553395  0.2545353  0.2545353],[4.112      4.112      4.1400003  ... 0.63500005 0.633      0.633     ]
2024-08-29 23:57:34.307240,379,"[-2.3413422  -2.3340821  -2.3268218  ...  0.33145228  0.33094752
  0.33199644]","[-1.7043794  -1.7043794  -1.7043794  ...  0.25735006  0.25614372
  0.25614372]",[4.4090004  4.4090004  4.4090004  ... 0.64000005 0.637      0.637     ]
2024-08-29 23:57:34.348645,380,"[-2.168755   -2.1620302  -2.1553051  ...  0.3298986   0.32990846
  0.33095407]","[-1.5787446  -1.5787446  -1.5787446  ...  0.25614372  0.2553395
  0.2553395 ]",[4.084      4.084      4.084      ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:34.389102,382,"[-2.2595625  -2.2525558  -2.2455492  ...  0.33145228  0.330428
  0.33147526]","[-1.6448479  -1.6448479  -1.6448479  ...  0.25735006  0.25574163
  0.25574163]",[4.255      4.255      4.255      ... 0.64000005 0.63600004 0.63600004]
2024-08-29 23:57:34.431557,383,"[-2.2919555  -2.2848487  -2.2613816  ...  0.33197016  0.33198664
  0.33303884]","[-1.6684284  -1.6684284  -1.6564449  ...  0.25775218  0.25694796
  0.25694796]",[4.316      4.316      4.2850003  ... 0.64100003 0.63900006 0.63900006]
2024-08-29 23:57:34.471375,384,"[-2.168755   -2.1620302  -2.1553051  ...  0.3298986   0.32990846
  0.33095407]","[-1.5787446  -1.5787446  -1.5787446  ...  0.25614372  0.2553395
  0.2553395 ]",[4.084      4.084      4.084      ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:34.514323,385,"[-2.2919555  -2.2848487  -2.2935739  ...  0.3309344   0.330428
  0.33147526]","[-1.6684284  -1.6684284  -1.6800256  ...  0.25694796  0.25574163
  0.25574163]",[4.316      4.316      4.346      ... 0.63900006 0.63600004 0.63600004]
2024-08-29 23:57:34.559691,387,"[-2.2595625  -2.2525558  -2.2613816  ...  0.32627335  0.32731077
  0.32834813]","[-1.6448479  -1.6448479  -1.6564449  ...  0.25332898  0.25332898
  0.25332898]",[4.255      4.255      4.2850003  ... 0.63000005 0.63000005 0.63000005]
2024-08-29 23:57:34.602834,388,"[-2.3758595  -2.3684924  -2.3785408  ...  0.3298986   0.32990846
  0.33095407]","[-1.7295063  -1.7295063  -1.7422631  ...  0.25614372  0.2553395
  0.2553395 ]",[4.474      4.474      4.5070004  ... 0.637      0.63500005 0.63500005]
2024-08-29 23:57:34.641603,389,"[-2.2133622  -2.206499   -2.1996355  ...  0.3293807   0.32990846
  0.33095407]","[-1.6112164  -1.6112164  -1.6112164  ...  0.25574163  0.2553395
  0.2553395 ]",[4.168      4.168      4.168      ... 0.63600004 0.63500005 0.63500005]
2024-08-29 23:57:34.682563,390,"[-2.393384   -2.3859625  -2.3964841  ...  0.327827    0.32886937
  0.32991168]",[-1.7422631 -1.7422631 -1.7554064 ...  0.2545353  0.2545353  0.2545353],[4.5070004 4.5070004 4.5410004 ... 0.633     0.633     0.633    ]
2024-08-29 23:57:34.725487,391,"[-2.2441623  -2.2372038  -2.2455492  ...  0.32886282  0.32990846
  0.33095407]",[-1.6336374 -1.6336374 -1.6448479 ...  0.2553395  0.2553395  0.2553395],[4.2260003  4.2260003  4.255      ... 0.63500005 0.63500005 0.63500005]
2024-08-29 23:57:34.769227,393,"[-2.2287621  -2.2218513  -2.21494    ...  0.3293807   0.32886937
  0.32991168]","[-1.6224269  -1.6224269  -1.6224269  ...  0.25574163  0.2545353
  0.2545353 ]",[4.197      4.197      4.197      ... 0.63600004 0.633      0.633     ]
