Date,Time,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal,x,y,z,rp,noiserp,zi,rangeDoppler,rangeArray,dopplerArray,interFrameProcessingTime,transmitOutputTime,interFrameProcessingMargin,interChirpProcessingMargin,activeFrameCPULoad,interFrameCPULoad
27/06/2024,005411,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.91620255, 2.3995776, 4.057468, 6.369789, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.3559492]","[0.82073563, 2.274753, 2.6822987, 5.8769984, 6.933974, 7.3635015]","[0.071752824, 0.14549863, -0.08863774, 1.1138605, 1.4198649, 3.2245283]",,,,,,,,,,,,
27/06/2024,005411,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162024, 2.3995776, 4.057468, 6.3697886, 7.6350207, 8.376707]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.82096976, 2.2746878, 2.6822698, 5.8758197, 6.9354286, 7.4033775]","[0.06902192, 0.14651588, -0.089500636, 1.1200598, 1.412743, 2.9166367]",,,,,,,,,,,,
27/06/2024,005411,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.91620255, 2.3995776, 4.0574675, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.8210991, 2.2745748, 2.6824918, 5.8700957, 6.9398513, 7.31929]","[0.06746639, 0.14825949, -0.082581, 1.1496825, 1.3908552, 3.12166]",,,,,,,,,,,,
27/06/2024,005411,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995776, 4.0574675, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.3559492]","[0.8211323, 2.2746089, 2.6824071, 5.8646784, 6.924357, 7.4179235]","[0.06706082, 0.14773524, -0.08528578, 1.1770061, 1.4660473, 3.0972807]",,,,,,,,,,,,
27/06/2024,005411,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995776, 4.057468, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.8211662, 2.2745738, 2.6824107, 5.850015, 6.92169, 7.351067]","[0.066644266, 0.14827338, -0.08517744, 1.2478437, 1.4785868, 3.0460777]",,,,,,,,,,,,
27/06/2024,005411,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 193.0]","[0.91620255, 2.3995779, 4.057468, 6.3697886, 7.6350203, 8.420337]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6313553]","[0.8212036, 2.2745821, 2.6823976, 5.8656516, 6.930284, 7.3468485]","[0.06618239, 0.1481472, -0.085590504, 1.1721451, 1.4377663, 3.1625714]",,,,,,,,,,,,
27/06/2024,005412,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995776, 4.057468, 6.3697886, 7.6350203, 8.376707]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.3559492]","[0.821252, 2.2746224, 2.6823585, 5.8818073, 6.926637, 7.489236]","[0.06557904, 0.1475249, -0.08680746, 1.0881793, 1.4552345, 2.9206302]",,,,,,,,,,,,
27/06/2024,005412,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162024, 2.3995776, 4.057468, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.82126665, 2.2745783, 2.6823158, 5.870997, 6.9138165, 7.356681]","[0.06539444, 0.14820509, -0.08811439, 1.1450703, 1.5149767, 3.0324938]",,,,,,,,,,,,
27/06/2024,005412,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995779, 4.057468, 6.3697886, 7.6350203, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.82122916, 2.274438, 2.68244, 5.8847623, 6.926273, 7.20813]","[0.06586406, 0.15034604, -0.084243916, 1.0720847, 1.4569665, 3.3704054]",,,,,,,,,,,,
27/06/2024,005412,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162024, 2.3995779, 4.057468, 6.369789, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.821172, 2.2744164, 2.6824167, 5.88367, 6.925608, 7.2593694]","[0.06657264, 0.15067056, -0.0849859, 1.0780646, 1.4601252, 3.2585778]",,,,,,,,,,,,
