Date,Time,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal,x,y,z,rp,noiserp,zi,rangeDoppler,rangeArray,dopplerArray,interFrameProcessingTime,transmitOutputTime,interFrameProcessingMargin,interChirpProcessingMargin,activeFrameCPULoad,interFrameCPULoad
27/06/2024,005430,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995779, 4.057468, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.821613, 2.2755826, 2.683465, 5.84434, 6.9348884, 7.27972]","[0.060889192, 0.13189147, 0.03996955, 1.2741601, 1.415393, 3.2128575]",,,,,,,,,,,,
27/06/2024,005430,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995776, 4.057468, 6.369789, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.8216604, 2.2755258, 2.6832504, 5.8558517, 6.928453, 7.2165637]","[0.06024573, 0.13286558, 0.052435152, 1.2201629, 1.4465655, 3.3523102]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995776, 4.057468, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.3559492]","[0.8216824, 2.2755077, 2.6833222, 5.8585205, 6.9218063, 7.352435]","[0.059945233, 0.1331759, 0.048620306, 1.2072827, 1.4780439, 3.249682]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162024, 2.3995776, 4.057468, 6.3697886, 7.6350203, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.40083858, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.8216905, 2.2755709, 2.6832652, 5.8808885, 6.9408274, 7.26926]","[0.059834003, 0.13209315, 0.051669475, 1.0931344, 1.3859743, 3.2364533]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995776, 4.057468, 6.3697886, 7.6350203, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.4294699, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.8794935]","[0.80732656, 2.2755308, 2.6832283, 5.8777757, 6.9314547, 7.125119]","[0.056624725, 0.1327796, 0.053562626, 1.1097492, 1.4321117, 3.333231]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995776, 4.057468, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.4294699, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.80730325, 2.2755413, 2.6832197, 5.8759522, 6.9345646, 7.320991]","[0.056956492, 0.13260058, 0.053979564, 1.1193656, 1.416979, 3.1176698]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995779, 4.057468, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.4294699, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.8794935]","[0.807193, 2.275424, 2.6831105, 5.877004, 6.912527, 7.0406446]","[0.05849845, 0.13460098, 0.059160832, 1.1138289, 1.5208503, 3.508144]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.91620255, 2.3995779, 4.057468, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.4294699, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.8071302, 2.2755306, 2.683247, 5.8833847, 6.936294, 7.1969705]","[0.05935838, 0.13278635, 0.052602507, 1.0796189, 1.408487, 3.3941696]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995776, 4.0574675, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.4294699, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.8070841, 2.2754304, 2.6828883, 5.886922, 6.9363847, 7.230395]","[0.05998222, 0.13449009, 0.06850181, 1.0601627, 1.408042, 3.3223734]",,,,,,,,,,,,
27/06/2024,005431,7,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0, 195.0]","[0.9162025, 2.3995776, 4.057468, 6.3697886, 7.6350207, 8.376708, 8.507594]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.4294699, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213, 2.6586232]","[0.8071269, 2.2754114, 2.682898, 5.898194, 6.9502797, 7.330818, 7.386363]","[0.059403468, 0.13481182, 0.068126954, 0.995542, 1.3377696, 3.0944915, 3.2791047]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995779, 4.057468, 6.369788, 7.6350203, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.4294699, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.3559492]","[0.80719054, 2.2753599, 2.6828446, 5.894722, 6.9256296, 7.352435]","[0.058531933, 0.13568152, 0.07019036, 1.0158945, 1.4600217, 3.249682]",,,,,,,,,,,,
27/06/2024,005431,6,"[21.0, 55.0, 93.0, 146.0, 175.0, 192.0]","[0.9162025, 2.3995779, 4.057468, 6.3697886, 7.6350207, 8.376708]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[0.4294699, 0.7498681, -3.0431008, 2.1896148, 2.8631327, 2.6177213]","[0.8071327, 2.2753162, 2.6829855, 5.9046, 6.9475093, 7.338717]","[0.05932393, 0.13640994, 0.06458539, 0.9568118, 1.3520838, 3.075712]",,,,,,,,,,,,
