Date,Time,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal,x,y,z,rp,noiserp,zi,rangeDoppler,rangeArray,dopplerArray,interFrameProcessingTime,transmitOutputTime,interFrameProcessingMargin,interChirpProcessingMargin,activeFrameCPULoad,interFrameCPULoad
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.1378057, 2.4868352, 3.8393247, 3.970211, 7.7222786]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.17996834, 0.016360758, 0.5562658, 0.86848354, 0.6217088, 1.3197678, -2.977658, 2.4132118]","[0.48378846, 0.5087186, 0.8814834, 1.9148098, 2.3348217, 3.604847, 2.5196843, 7.335248]","[0.08751401, -0.12262257, -0.099748544, -0.3865914, -0.5885877, -0.060874242, -0.73980945, 0.064250916]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.5235442, 1.0470885, 2.1378057, 2.4868352, 3.8393247, 3.9702108, 7.7222786]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.17996834, 0.016360758, 0.5562658, 0.86848354, 0.6217088, 1.3197678, -2.977658, 2.4132118]","[0.4822509, 0.50474817, 0.88150835, 1.914645, 2.333952, 3.6049135, 2.522135, 7.3355126]","[0.09562445, -0.13805859, -0.09952736, -0.38740754, -0.59202725, -0.056799248, -0.7314105, 0.015586576]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.137806, 2.4868352, 3.8393247, 3.9702108, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.19632909, 0.016360758, 0.5562658, 0.86848354, 0.6217088, 1.3197678, -2.977658, 2.4132118]","[0.47647247, 0.49873292, 0.8815803, 1.9148808, 2.332378, 3.605118, 2.5226612, 7.335529]","[0.0923443, -0.15841836, -0.09888802, -0.3862404, -0.5981987, -0.041845467, -0.72959405, -0.0014104104]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.137806, 2.4868352, 3.8393247, 3.970211, 7.7222776]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.17996834, 0.016360758, 0.5562658, 0.86848354, 0.6217088, 1.3197678, -2.977658, 2.4132118]","[0.4772015, 0.49227384, 0.88134515, 1.9139781, 2.3300817, 3.604291, 2.5218167, 7.3318214]","[0.11827384, -0.17747496, -0.100962445, -0.3906889, -0.6070806, -0.08783324, -0.7325076, -0.23319718]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.1378057, 2.4868352, 3.8393247, 3.9702108, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.17996834, 0.0, 0.5562658, 0.86848354, 0.6217088, 1.3197678, -2.977658, 2.6545331]","[0.47314823, 0.47897527, 0.8810546, 1.9139863, 2.328544, 3.6044362, 2.5245106, 7.2505045]","[0.13356917, -0.21137944, -0.10346752, -0.39064813, -0.61295277, -0.08165188, -0.72316873, -0.13120818]",,,,,,,,,,,,
27/06/2024,002738,7,"[12.0, 12.0, 24.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.5235442, 1.0470885, 2.4868352, 3.8393247, 3.9702108, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.19632909, 0.016360758, 0.5562658, 0.6217088, 1.1997889, -2.977658, 2.6545331]","[0.46877024, 0.4924571, 0.88069403, 2.3276217, 3.6468236, 2.5265, 7.251189]","[0.12572955, -0.17696579, -0.10649284, -0.61644584, -0.03998185, -0.7161878, -0.085348435]",,,,,,,,,,,,
27/06/2024,002738,7,"[12.0, 12.0, 24.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.4868352, 3.8393247, 3.9702108, 7.7222786]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.19632909, 0.06544303, 0.5562658, 0.6217088, 1.3197678, -2.977658, 2.4132118]","[0.4702239, 0.51505536, 0.88053524, 2.32612, 3.604806, 2.528437, 7.334464]","[0.12017888, -0.067333214, -0.107797615, -0.6220884, -0.06325811, -0.7093194, -0.124995045]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 57.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.5235442, 1.0470885, 2.4868352, 2.4868352, 3.8393247, 3.9702108, 7.7222786]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.21268985, 0.08180379, 0.5562658, 0.5439952, 0.6994224, 1.3197678, -2.977658, 2.4132118]","[0.46691155, 0.51121515, 0.88057643, 2.3392391, 2.3068593, 3.6047645, 2.527595, 7.3327465]","[0.1041883, -0.07788301, -0.10746059, -0.6452743, -0.6111942, -0.06557466, -0.7123134, -0.20204031]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 57.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.1378057, 2.4868352, 2.4868352, 3.970211, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.17996834, 0.032721516, 0.52354425, 0.86848354, 0.5439952, 0.6994224, -2.977658, 2.6545331]","[0.4694156, 0.49535406, 0.89785653, 1.9181445, 2.3370647, 2.3046358, 2.5280097, 7.2508903]","[0.14614706, -0.1662896, -0.12708035, -0.36969092, -0.6531059, -0.61952555, -0.7108406, -0.107810445]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 57.0, 91.0, 177.0]","[0.52354425, 0.5235442, 1.0470885, 2.137806, 2.4868352, 2.4868352, 3.970211, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.19632909, 0.04908227, 0.52354425, 0.86848354, 0.5439952, 0.6994224, -2.977658, 2.6545331]","[0.46556416, 0.5064252, 0.89838386, 1.9189234, 2.3376117, 2.3052504, 2.5265853, 7.249091]","[0.13712576, -0.12338151, -0.12329722, -0.36562684, -0.6511458, -0.6172347, -0.7158867, -0.1941897]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 57.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470884, 2.137806, 2.4868352, 2.4868352, 3.970211, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.19632909, 0.06544303, 0.52354425, 0.86848354, 0.5439952, 0.6994224, -2.977658, 2.6545331]","[0.46721745, 0.5124336, 0.89849174, 1.9201452, 2.3375928, 2.3053043, 2.5261075, 7.247364]","[0.13138242, -0.08501531, -0.12250821, -0.3591551, -0.6512133, -0.6170329, -0.71757066, -0.25049743]",,,,,,,,,,,,
27/06/2024,002738,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 57.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.1378057, 2.4868352, 2.4868352, 3.9702108, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.19632909, 0.08180379, 0.52354425, 0.86848354, 0.5439952, 0.6994224, -2.977658, 2.4132118]","[0.47017938, 0.5113458, 0.89893466, 1.921347, 2.3386674, 2.3065886, 2.5244327, 7.334867]","[0.12035296, -0.077020675, -0.119215265, -0.3526687, -0.6473431, -0.61221486, -0.7234404, -0.098571226]",,,,,,,,,,,,
27/06/2024,002738,9,"[12.0, 12.0, 24.0, 49.0, 57.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.1378057, 2.4868352, 2.4868352, 3.8393247, 3.970211, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.19632909, 0.08180379, 0.5562658, 0.86848354, 0.5439952, 0.6994224, 1.1997889, -2.977658, 2.4132118]","[0.47299248, 0.51046926, 0.8798872, 1.921557, 2.338682, 2.3068018, 3.6462831, 2.5256011, 7.334037]","[0.10877304, -0.08263062, -0.112965025, -0.3515231, -0.6472911, -0.611411, -0.0744298, -0.7193512, -0.14796706]",,,,,,,,,,,,
27/06/2024,002739,8,"[12.0, 12.0, 24.0, 49.0, 57.0, 57.0, 91.0, 177.0]","[0.5235442, 0.5235442, 1.0470885, 2.1378057, 2.4868352, 2.4868352, 3.9702108, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.21268985, 0.08180379, 0.52354425, 0.86848354, 0.5439952, 0.6994224, -2.977658, 2.4132118]","[0.46750626, 0.5098874, 0.8991024, 1.921951, 2.3392253, 2.3073697, 2.526068, 7.335079]","[0.10148639, -0.08614823, -0.1179432, -0.3493622, -0.6453242, -0.6092644, -0.71770984, -0.08126144]",,,,,,,,,,,,
27/06/2024,002739,9,"[12.0, 12.0, 24.0, 49.0, 57.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.52354425, 1.0470885, 2.1378057, 2.4868352, 2.4868352, 3.8393247, 3.9702108, 7.722278]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.21268985, 0.08180379, 0.52354425, 0.86848354, 0.5439952, 0.6994224, 1.1997889, -2.977658, 2.6545331]","[0.46885088, 0.5095462, 0.8991127, 1.9211938, 2.3392496, 2.30751, 3.6462307, 2.52668, 7.249716]","[0.09508125, -0.08814381, -0.117864564, -0.353502, -0.6452368, -0.6087331, -0.07696265, -0.7155517, -0.16927318]",,,,,,,,,,,,
27/06/2024,002739,9,"[12.0, 12.0, 24.0, 49.0, 57.0, 57.0, 88.0, 91.0, 177.0]","[0.52354425, 0.5235442, 1.0470885, 2.1378057, 2.4868352, 2.4868352, 3.8393247, 3.9702108, 7.7222786]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.19632909, 0.08180379, 0.52354425, 0.86848354, 0.5439952, 0.6994224, 1.1997889, -2.977658, 2.4132118]","[0.47856572, 0.50910956, 0.8989312, 1.9211311, 2.3392818, 2.3075666, 3.6462643, 2.5258074, 7.3341255]","[0.08079799, -0.09063187, -0.11924123, -0.35384333, -0.64511955, -0.6085178, -0.07535506, -0.71862614, -0.14351071]",,,,,,,,,,,,
