Date,Time,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal,x,y,z,rp,noiserp,zi,rangeDoppler,rangeArray,dopplerArray,interFrameProcessingTime,transmitOutputTime,interFrameProcessingMargin,interChirpProcessingMargin,activeFrameCPULoad,interFrameCPULoad
02/08/2024,220440,7,"[2.0, 2.0, 15.0, 22.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544303, 0.95983124, 4.7118983, 6.8497047, 8.900253]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.20450948, 0.14997362, -2.2087023, 2.7826924, -5.562658]","[0.025931025, 0.019279478, 0.5546222, 0.94313127, 4.162086, 6.1971846, 6.732548]","[-0.02623471, -0.07963961, 0.28080094, -0.09637047, -0.025684658, -0.877483, -1.715846]",,,,,,,,,,,,
02/08/2024,220442,7,"[2.0, 2.0, 15.0, 22.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544303, 0.9598312, 4.711899, 6.8497047, 8.900252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.18405853, 0.14997362, -2.2087023, 2.7826924, -5.562658]","[0.026024625, 0.019282304, 0.53526515, 0.9440455, 4.1621327, 6.1961617, 6.7241063]","[-0.026141863, -0.07963893, 0.32847026, -0.08695934, -0.016510138, -0.8846767, -1.7486349]",,,,,,,,,,,,
02/08/2024,220442,7,"[2.0, 2.0, 15.0, 21.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544303, 0.9162024, 4.7118983, 6.8497043, 8.900252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.16360758, 0.14315663, -2.2087023, 2.7826924, -5.562658]","[0.025900936, 0.019119877, 0.5680449, 0.9033334, 4.1621003, 6.1964045, 6.721585]","[-0.026264418, -0.07967808, 0.28077853, -0.054054137, -0.023254361, -0.8829755, -1.7583027]",,,,,,,,,,,,
02/08/2024,220443,7,"[2.0, 2.0, 15.0, 21.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.65443027, 0.9162024, 4.7118983, 6.8497043, 8.900252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.14315663, 0.14315663, -2.2087023, 2.7826924, -5.562658]","[0.025921002, 0.01949107, 0.621028, 0.9040296, 4.162164, 6.192343, 6.735014]","[-0.026244614, -0.07958809, 0.14869224, -0.04078779, -0.0031603097, -0.91101956, -1.7061422]",,,,,,,,,,,,
02/08/2024,220444,7,"[2.0, 2.0, 15.0, 22.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544304, 0.9598312, 4.7118983, 6.8497043, 8.900252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.14315663, 0.14997362, -2.2087023, 2.7826924, -5.562658]","[0.026037386, 0.019279478, 0.6301041, 0.94739646, 4.162163, 6.188345, 6.717382]","[-0.026129153, -0.07963961, 0.10370166, -0.034981813, -0.004401373, -0.9377945, -1.7742919]",,,,,,,,,,,,
02/08/2024,220445,7,"[2.0, 2.0, 15.0, 22.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544303, 0.9598312, 4.7118983, 6.8497043, 8.900252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.14315663, 0.14997362, -2.2087023, 2.7826924, -5.562658]","[0.026126953, 0.019273838, 0.63109064, 0.94457936, 4.1621633, 6.189789, 6.722759]","[-0.026039593, -0.07964098, 0.097518384, -0.08095429, 0.0038119273, -0.928215, -1.7538083]",,,,,,,,,,,,
02/08/2024,220445,7,"[2.0, 2.0, 15.0, 22.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544303, 0.9598312, 4.7118983, 6.8497043, 8.900252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.14315663, 0.14997362, -2.2087023, 2.7826924, -5.562658]","[0.02595823, 0.019106708, 0.6294723, 0.94302094, 4.1621447, 6.1899767, 6.7353773]","[-0.026207792, -0.07968124, 0.107470155, -0.09744389, -0.013013488, -0.92696285, -1.7047056]",,,,,,,,,,,,
02/08/2024,220446,7,"[2.0, 2.0, 15.0, 22.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544303, 0.9598312, 4.7118983, 6.8497043, 8.900253]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.18405853, 0.14997362, -2.2087023, 2.7826924, -5.562658]","[0.02595823, 0.019260908, 0.61034214, 0.94148123, 4.162147, 6.192285, 6.735383]","[-0.026207792, -0.07964411, 0.14793235, -0.11134129, -0.012325907, -0.91141444, -1.7046844]",,,,,,,,,,,,
02/08/2024,220447,7,"[2.0, 2.0, 15.0, 22.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.65443027, 0.9598312, 4.7118983, 6.8497043, 8.900252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.18405853, 0.17996834, -2.2087023, 2.7826924, -5.562658]","[0.026060956, 0.019338924, 0.606925, 0.9404457, 4.162165, 6.1985645, 6.7495103]","[-0.026105644, -0.0796252, 0.16138004, -0.06670189, -4.0992312e-05, -0.86768115, -1.6478597]",,,,,,,,,,,,
02/08/2024,220447,6,"[2.0, 2.0, 15.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544304, 4.7118983, 6.8497043, 8.900252]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.16360758, -2.2087023, 2.7826924, -5.562658]","[0.025964027, 0.019090166, 0.6166533, 4.162141, 6.2021117, 6.736468]","[-0.02620205, -0.079685204, 0.1457749, -0.0141892005, -0.841951, -1.7003915]",,,,,,,,,,,,
02/08/2024,220448,6,"[2.0, 2.0, 15.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.6544303, 4.7118983, 6.8497043, 8.900253]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.16360758, -2.2087023, 2.7826924, -5.562658]","[0.026001135, 0.019168926, 0.62100977, 4.162163, 6.2028966, 6.719862]","[-0.026165226, -0.079666294, 0.1259304, -0.004483952, -0.83615035, -1.7648766]",,,,,,,,,,,,
02/08/2024,220449,8,"[2.0, 2.0, 15.0, 22.0, 22.0, 108.0, 157.0, 204.0]","[0.08725738, 0.08725738, 0.65443027, 0.95983124, 0.9598312, 4.7118983, 6.8497043, 8.900253]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.079077, -0.029994724, 0.16360758, 0.08998417, 0.35993668, -2.2087023, 2.7826924, -5.562658]","[0.02591112, 0.019488968, 0.6237278, 0.95559955, 0.7132115, 4.1621575, 6.200171, 6.7251863]","[-0.02625437, -0.07958861, 0.111692496, -0.0028809034, -0.5320252, 0.007901471, -0.8561272, -1.7444779]",,,,,,,,,,,,
