DateTime,numObj,rangeIdx,range,dopplerIdx,doppler,peakVal,x,y,z,rp,noiserp,zi,rangeDoppler,rangeArray,dopplerArray,interFrameProcessingTime,transmitOutputTime,interFrameProcessingMargin,interChirpProcessingMargin,activeFrameCPULoad,interFrameCPULoad
2024-08-05 01:25:22.275056,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829534, 5.2354426, 7.198734]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.2496042]","[0.018854003, 0.01754413, 2.9834113, 4.512707, 6.787919]","[-0.023801604, -0.0800398, -0.53572726, -1.0112659, -0.82777226]",,,,,,,,,,,,
2024-08-05 01:25:23.012351,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829532, 5.2354426, 7.198734]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.2496042]","[0.018881256, 0.017279567, 2.983303, 4.5122786, 6.7901335]","[-0.02377999, -0.08009733, -0.5363281, -1.0131773, -0.8094076]",,,,,,,,,,,,
2024-08-05 01:25:23.783407,6,"[2.0, 2.0, 51.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 2.225063, 3.8829532, 5.2354426, 7.198734]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, 2.0859966, -2.4268458, -2.4541137, -2.4745648]","[0.01888081, 0.017838262, 0.44228652, 2.9860706, 4.514417, 6.704699]","[-0.023780344, -0.07997476, -0.6355365, -0.52069926, -1.0036039, -0.8633124]",,,,,,,,,,,,
2024-08-05 01:25:24.516223,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829532, 5.2354426, 7.198734]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018887728, 0.01756095, 2.985182, 4.513025, 6.7052484]","[-0.023774851, -0.08003611, -0.5257697, -1.0098468, -0.8590356]",,,,,,,,,,,,
2024-08-05 01:25:25.244830,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829534, 5.235442, 7.1987343]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.2496042]","[0.01879592, 0.017346015, 2.982832, 4.5122466, 6.790302]","[-0.023847498, -0.08008297, -0.5389434, -1.0133184, -0.8079941]",,,,,,,,,,,,
2024-08-05 01:25:26.201357,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829534, 5.2354426, 7.198734]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.2496042]","[0.01890756, 0.017446022, 2.9839077, 4.5128264, 6.79357]","[-0.023759082, -0.08006124, -0.5329555, -1.0107335, -0.7800362]",,,,,,,,,,,,
2024-08-05 01:25:26.963861,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829532, 5.2354426, 7.1987343]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.019018678, 0.01750902, 2.987486, 4.5160904, 6.704746]","[-0.023670228, -0.08004749, -0.51251733, -0.9960474, -0.862951]",,,,,,,,,,,,
2024-08-05 01:25:27.708364,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829532, 5.2354426, 7.198734]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018914042, 0.01747192, 2.9849923, 4.5137906, 6.7075744]","[-0.023753922, -0.080055594, -0.52684635, -1.0064197, -0.84068024]",,,,,,,,,,,,
2024-08-05 01:25:28.443395,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829534, 5.2354426, 7.198734]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018838523, 0.017837662, 2.9823594, 4.5111427, 6.704684]","[-0.023813859, -0.0799749, -0.5415522, -1.0182216, -0.86343175]",,,,,,,,,,,,
2024-08-05 01:25:29.217742,5,"[2.0, 2.0, 89.0, 120.0, 165.0]","[0.08725738, 0.08725738, 3.8829532, 5.2354426, 7.198734]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.2496042]","[0.01892741, 0.017639952, 2.9846632, 4.512351, 6.7886524]","[-0.023743272, -0.08001874, -0.52870715, -1.0128536, -0.82173663]",,,,,,,,,,,,
2024-08-05 01:25:29.975593,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:30.702012,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:31.461786,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:32.220669,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:32.964235,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:33.735539,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:34.691929,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:35.436622,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:36.164244,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:36.936080,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:37.704357,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:38.439308,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:39.191374,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:39.953442,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
2024-08-05 01:25:40.697933,5,"[2.0, 2.0, 89.0, 120.0, 163.0]","[0.08725738, 0.08725738, 3.8829532, 5.235442, 7.1455874]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]",,"[-0.08180379, -0.029994724, -2.4268458, -2.4541137, -2.4745648]","[0.018936567, 0.0175746, 2.9857602, 4.513691, 6.7034283]","[-0.023735968, -0.080033116, -0.52247673, -1.0068648, 3.879247e-37]",,,,,,,,,,,,
